Episode,Total Reward,Average Loss,Epsilon
0,3.330000013113022,5.842549262536173,0.95
1,-2.3399999737739563,0.9468445009402646,0.9498200179988
2,-1.3499999344348907,0.6660293510299408,0.9496400719904009
3,3.330000013113022,0.5842595481473092,0.9494601619676049
4,-3.0,0.4942329343329085,0.9492802879232153
5,-2.0099999606609344,0.4279741203802021,0.9491004498500375
6,-3.0,0.4273750451712228,0.9489206477408777
7,-2.669999986886978,0.4110297545935032,0.948740881588544
8,-3.0,0.39135222699137007,0.9485611513858457
9,3.6600000262260437,0.3527457938631437,0.9483814571255935
10,3.9900000393390656,0.3307274962987816,0.9482017988005997
11,3.330000013113022,0.30513330151155155,0.948022176403678
12,3.330000013113022,0.31198258037870014,0.9478425899276436
13,-3.0,0.3058386193387896,0.9476630393653127
14,4.320000052452087,0.30474709047896015,0.9474835247095036
15,3.9900000393390656,0.2850161318266189,0.9473040459530356
16,3.0,0.27181530879771737,0.9471246030887296
17,3.0,0.2811988074492976,0.9469451961094079
18,-3.0,0.2805673614224011,0.946765825007894
19,-1.019999921321869,0.24647652796956876,0.9465864897770133
20,3.6600000262260437,0.21639126628637315,0.9464071904095923
21,3.6600000262260437,0.2128283596886085,0.946227926898459
22,-1.6799999475479126,0.19610744636470268,0.946048699236443
23,-2.3399999737739563,0.20631561186691783,0.945869507416375
24,3.0,0.20268631362440911,0.9456903514310875
25,-2.669999986886978,0.1885374108306035,0.9455112312734141
26,3.6600000262260437,0.18461062076687812,0.94533214693619
27,3.9900000393390656,0.20140332263538657,0.945153098412252
28,-2.3399999737739563,0.20205569987867697,0.9449740856944381
29,-2.3399999737739563,0.20224888873116303,0.9447951087755877
30,3.330000013113022,0.2088127731777548,0.9446161676485417
31,3.330000013113022,0.19304210308279826,0.9444372623061426
32,3.330000013113022,0.18193942492703596,0.944258392741234
33,-2.669999986886978,0.19056804450012224,0.9440795589466614
34,3.9900000393390656,0.19605347604558962,0.9439007609152712
35,3.330000013113022,0.17364836877177836,0.9437219986399116
36,3.330000013113022,0.17529241165926945,0.943543272113432
37,3.6600000262260437,0.19201980373194716,0.9433645813286834
38,-2.0099999606609344,0.18848800398486495,0.9431859262785182
39,3.6600000262260437,0.1911900052710355,0.9430073069557902
40,-3.0,0.18004652172637714,0.9428287233533545
41,-3.0,0.16798131712932857,0.9426501754640679
42,-2.669999986886978,0.15838966903299884,0.9424716632807885
43,-3.0,0.15568800186156295,0.9422931867963757
44,4.980000078678131,0.16983709504790473,0.9421147460036905
45,-3.0,0.17126632813639497,0.9419363408955952
46,-2.3399999737739563,0.1661377759948815,0.9417579714649538
47,3.0,0.1463599077310932,0.9415796377046313
48,-3.0,0.169388978728023,0.9414013396074944
49,-3.0,0.16825791621984226,0.9412230771664112
50,3.0,0.15622802752141768,0.9410448503742512
51,-2.3399999737739563,0.1738080961542709,0.9408666592238853
52,-2.3399999737739563,0.15565298526473892,0.940688503708186
53,-3.0,0.16925900902773378,0.9405103838200269
54,-2.669999986886978,0.1594245300774798,0.9403322995522834
55,-3.0,0.17331632802883784,0.9401542508978318
56,-3.0,0.1682794980339189,0.9399762378495504
57,3.0,0.18404281333943082,0.9397982604003187
